,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,12,13,14,15,281,282,283,288,289,290,291,292,296,297,298,309,310,311,312,313,314,315,316,317,318,319,324,325,326,327,328,329,330,331,333,336,337,340,341,344,351
-1.458173197,6.95624699,3.614564808,1.450289966,0.522406793,-0.967117555,0.914868,-0.07626,5.636754,-2.84559,6.470229,0.622406,2.165271,-1.00673,-0.85299,-1.03113,3.179784,-0.03286,3.404694,1.548042,-0.594643867,3.158505567,1.202637375,-0.432364463,-2.636254226,-0.128522986,-0.028450572,-4.344220312,3.367890098,1.432551789,-0.195744134,0.580290461,-1.31554284,4.440548844,3.476372898,-0.276544956,6.968882,0.441412392,-3.033388347,1.32334,116.1340182,3.201492533,5.270626209
-0.104330819,3.536420705,3.48326318,2.806435095,7.649165908,7.928076135,4.423157,3.993464,7.794788,0.059974,3.34014,2.779313,1.873109,-2.03383,-3.57827,1.680653,3.381491,0.04298,5.439635,3.115435,4.890731433,4.144857359,4.478615883,-1.427454652,-0.046588529,0.944536731,-1.169405772,-2.912885611,3.412560246,2.28774161,-3.042004303,-0.400447582,2.9925321,6.085799902,3.232506279,-2.278494288,9.84347,2.716659046,0.892104756,0.533139,135.0133834,4.040167618,5.335351041
0.575696732,6.979256055,4.334594417,5.08165424,11.76603026,10.03892211,6.808615,5.409739,8.566867,-0.54145,5.525868,5.132793,0.467928,2.016946,-3.64792,1.48257,1.850846,0.217306,4.942819,3.284545,6.596685096,2.42611948,6.182282472,-1.503388696,2.421931741,3.898645604,-0.859170535,0.078525312,2.789570687,4.637560377,-2.641058547,1.272703645,7.425619919,5.241368708,-0.409865369,-1.983374459,11.78139,2.639642765,2.081006253,1.426611,138.5803095,7.644120976,7.075692918
1.423975624,5.783490355,5.013258955,3.322910576,3.254688979,4.964233457,7.903393,7.461872,3.311362,-4.12981,2.339353,3.802324,-0.01627,0.954885,-2.11,2.315637,-0.63644,0.308508,1.410569,4.815071,2.094102009,0.287208572,5.33174236,-1.839300216,0.208741172,4.103513973,-0.352011891,2.00775719,1.278569647,3.535221638,-1.911609188,-1.287497643,4.179417367,0.253056668,-2.184305837,0.704923079,11.49541,2.608533323,-0.204402291,2.36347,136.2940966,6.648823567,4.814594708
0.933930882,2.612129643,2.434061986,-0.162335953,2.794419641,4.023073883,4.554434,1.144248,-0.33986,-4.03121,2.565055,-0.2302,1.07065,0.941751,3.417631,2.403328,9.947768,0.048732,-0.01147,4.697536,-0.348426413,-2.348547846,5.12388297,-1.296861406,-2.63583813,0.637611364,2.06683278,2.275220289,-1.601689748,2.36592736,-1.524879561,-1.336995167,1.652245245,-0.051155565,-1.334043577,1.881302073,10.91585,-1.326780796,-2.324519456,5.317695,135.4409564,4.332193257,1.558865798
0.37760063,2.879392252,0.200610951,-0.990664886,-2.121587279,3.051637033,-0.491,0.295123,-0.60874,-1.78309,2.577357,-0.6728,5.19653,1.721354,7.55519,-3.48715,0.332043,-0.07467,-1.18484,4.161124,4.460634029,-1.888015876,3.505841559,0.850808419,-6.568597296,-2.89540644,3.039083395,2.410246786,-0.375934268,-1.814637555,0.845693337,-0.02055173,-0.270587037,1.866819615,0.42233887,-0.352688433,12.38994,-2.35960571,-0.164433101,5.959755,135.1200145,12.62839131,0.423158284
0.232543179,5.699730405,-3.075109156,2.254770408,-1.673989237,-0.873693111,-1.19939,0.6149,4.541626,15.33076,85.93985,1.980478,11.81822,8.378529,1.941164,60.08337,54.72237,0.034531,0.705896,2.430815,64.605729,-3.445267457,14.22657241,-6.673535483,58.80746568,32.02358688,2.61113684,-0.079467121,3.164840856,-1.467078898,0.434521787,-0.31320468,-1.139391793,2.264275885,2.592681017,-2.290813082,30.6803,0.599859095,64.33462362,15.42608,134.7194317,17.65428233,1.412653792
0.828450821,1.374066211,-3.110258356,1.125631816,-0.317836091,-2.820283624,19.71594,15.42494,4.717182,94.89164,139.5774,0.960231,110.5425,116.373,86.67492,127.7415,126.1436,0.117674,3.453484,0.058729,113.3860804,56.40126726,120.8635343,73.16284932,131.9834922,86.02038834,67.09983278,-1.567635808,3.216613167,0.431771816,-0.728530893,-1.620882782,1.805659829,-0.92282226,1.3119387,-2.927372298,111.4849,89.85896194,137.3838397,111.6647,136.4501764,20.83212996,11.53820098
1.15673644,3.622833485,-4.036994936,2.407777043,-0.748652542,-3.799570228,97.6971,105.6626,-0.78646,137.8622,151.1059,60.04498,154.4029,154.2057,135.5453,127.122,148.4115,0.145312,7.298242,2.295643,156.3478221,143.892001,165.5320594,130.1860963,139.6865552,119.747159,126.6278475,41.4045249,2.322558361,2.335205639,-2.042484305,-0.680492644,2.330830214,-1.666871889,-2.891908971,0.03929348,136.2785,158.9963898,160.8209908,161.7323,133.5254381,30.34026874,100.0676658
