,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,252,253,254,255,256,257,258,259,260,261,262,263,268,269,270,271,272,273,274,275,276,277,278,279,280,284,285,287,299,300,301,302,303,304,305,306,307,308,309,310,311,332,334,335,338,339,342,343,345,346,347,348,349,350,352,353,354,355,356,357,358,359,360,361,362,363,364
2.876815,1.405705,2.7324,1.453123,-2.08255,-0.19282,-1.8201,206.1568,-1.00806,-0.0584,-3.80176,1.166737,5.986621,-0.71536,2.131052,-0.34752,1.599116,2.498663,2.44806,3.697349,1.078783,3.106819,1.534764,2.299584,-0.32118,-0.51706,-2.85478,2.190345,0.703738,-1.23975,-0.89571,-2.26706,0.003109,-1.23404,1.322196,-0.29777,0.181623,-0.24292,-13.2712,0.589351,-1.03926,-1.62245,1.885218,-2.99743,1.886164,-1.91443,-1.25219,139.497,1.610277,0.395039,-1.58638,0.145932,0.49747,-1.20516,3.394026,1.10282,-3.83591,2.923962,3.084371,-0.80857,-0.52757,-1.10217,1.861656,81.00518,1.294169,-0.16273,23.2194,1.128155,-0.39628,1.408532,8.514067,-0.44886,4.534258,4.456551,-1.66999,-0.47451,89.45522,1.778702,173.8601,2.473701,2.34245,-0.03286,3.404694,1.548042,-0.0403,-0.95658,1.121175,3.245394,-1.13431,3.591496,0.949035,4.253552,7.506454,-1.4773,-2.95522,5.496009,0.735792,-1.62863,-1.86696,2.153115,-2.40761,-1.5995,3.453486,2.044977,1.426194,0.502334,-1.4728,-1.23385,1.523376,3.332125
4.584883,-0.39773,4.97384,-0.14289,-1.2587,0.495162,-3.11648,209.0825,-1.37206,0.340862,-0.02951,-0.02483,6.289677,-0.83213,-1.06473,-5.98838,5.262339,5.069801,3.778046,6.770592,1.325186,5.296173,-1.1388,5.074674,2.296295,-0.91914,-1.05766,0.530673,-0.31456,-2.43819,-2.83542,-1.0148,-0.68821,0.58063,4.505634,-0.91707,0.068396,0.370968,-15.1988,0.288835,-1.49555,-1.89046,-0.18598,-0.86108,0.219499,0.316199,-0.36207,136.5921,3.177142,1.185145,0.394321,-1.81272,0.581085,1.379107,1.186669,-0.02842,-2.55025,0.987527,1.101882,-0.58228,0.710285,-1.43835,1.922569,79.69365,-0.38344,-0.47088,23.68336,1.376284,-0.84963,2.361816,7.010599,1.998963,3.645959,3.237364,-0.87788,1.803745,86.80701,1.774887,171.3444,0.482146,0.42717,0.04298,5.439635,3.115435,0.027489,0.978383,-0.78414,1.913222,1.208529,1.928291,0.355889,1.619844,10.12277,-0.94656,-3.40606,6.033104,1.206929,-1.00048,0.304538,1.994655,-3.10729,-1.9172,2.04655,0.310752,1.47515,2.998462,1.394957,1.277793,-0.94782,1.835795
3.058471,-0.99526,6.753338,-0.46287,0.673624,3.79109,-3.02164,207.3246,-0.21001,1.826068,-1.87901,-0.76274,7.76232,0.810649,-2.68533,-4.55352,6.662819,4.985559,1.674264,8.325607,0.951145,8.01527,-3.22764,4.749622,1.603414,0.926975,0.77947,0.157711,-2.00653,-1.9132,-3.64046,1.636974,0.016156,2.573184,3.464998,-0.25589,1.447377,2.302498,-16.7347,-1.74698,-1.42853,-0.47242,-1.68953,-0.13586,0.338387,1.760399,2.237187,139.8774,1.99308,3.805973,0.435163,-2.41295,2.176222,3.091392,-0.08467,0.665784,-0.18054,-1.15977,-1.13472,1.558313,3.147269,-0.21268,0.387291,82.03786,-0.97367,-0.13643,24.85208,2.895907,0.062613,4.230923,5.587072,1.954427,2.210582,1.216556,1.693273,0.6462,87.03623,-0.19478,168.2174,-0.94602,-1.25173,0.217306,4.942819,3.284545,0.033569,0.667758,-2.41761,0.049952,1.255879,0.230936,1.278083,0.667582,8.806315,1.216326,-2.35672,5.122547,2.590064,0.84775,1.99699,-0.21045,-2.06908,-0.72275,-0.07859,-0.69374,4.056906,1.884638,3.577014,0.811524,-1.72023,-0.21357
1.22379,-1.28896,5.444519,0.628248,3.954459,4.690519,-2.61063,201.7727,3.090366,1.326701,-1.1488,0.702832,11.02309,3.315732,1.665332,-2.32281,3.822373,3.046086,-1.37752,8.079579,-1.45875,6.49713,-3.55124,2.100056,-0.42631,3.806331,0.993401,0.394673,-2.5942,0.178724,-3.13391,1.627414,2.42644,1.32255,1.556618,2.372991,4.18027,2.725897,-17.5289,-3.15893,-0.0358,2.036129,-1.94935,-1.53362,2.23618,-0.03119,1.937092,139.7097,0.508988,4.600349,-0.78687,-2.37559,4.853654,1.364134,-0.83911,2.280986,-0.52944,-1.71394,-1.63807,4.258641,2.658792,2.133893,-0.79338,84.16264,-0.09844,1.878297,28.31114,4.340998,2.4874,5.690874,5.189568,0.06748,1.621579,-0.67352,2.506427,-1.36867,89.47561,-1.97134,164.0435,-1.92267,-1.75671,0.308508,1.410569,4.815071,-0.0416,-0.38535,-2.46278,0.058132,-1.09115,-0.22706,4.810688,1.247107,5.972371,2.447699,0.923354,4.008048,3.472219,3.432633,0.381551,0.295126,-3.17551,1.721734,-0.52768,-0.91162,6.526492,-0.7759,2.096691,-0.86116,-1.66236,-2.09614
0.477699,1.734898,1.211822,3.088386,3.015474,3.526649,-1.49495,204.415,2.824314,2.381685,1.93882,3.550109,11.11769,2.536873,2.808342,0.290282,2.435335,1.498804,-0.22025,4.749255,-2.6676,4.341836,-2.0575,-0.15197,-1.71027,3.782783,-0.91169,2.854468,-2.15183,1.698809,-1.04034,-0.65154,2.819337,-1.41937,0.470709,3.246848,4.248722,0.749366,-16.8263,-3.11399,2.7445,1.626358,-0.79335,0.929862,4.804583,-1.88415,0.50001,138.3124,-0.14249,2.556775,-2.13793,0.204805,3.763584,-0.46043,0.669314,4.742026,-1.74045,-0.87147,-0.42425,3.279213,0.777241,2.049834,-0.75188,81.77698,1.532065,4.765932,32.58135,2.693028,2.954051,3.453348,5.259851,-1.45738,1.582533,-0.44937,0.399261,-1.63664,91.24321,-2.88101,162.3017,-0.90435,-1.64167,0.048732,-0.01147,4.697536,-0.06605,-0.56955,-1.49609,1.361296,-2.64765,0.834885,5.256474,3.547893,4.378173,0.6828,0.889134,4.045841,1.65538,2.78417,-1.2458,-1.11115,-4.06108,1.083155,-0.06908,1.036017,5.252846,-2.35794,-0.00444,-1.82435,0.706604,-1.25091
1.1229,2.953829,-0.52853,3.115923,-0.85052,2.788549,0.223094,206.676,1.764576,2.124259,2.809204,3.022532,9.043331,0.382741,4.262383,0.01641,1.191239,0.311838,-0.46906,-1.36942,-0.86006,3.358411,1.192133,-0.72611,-1.33399,1.792901,-2.47981,2.588021,-0.03292,0.039767,1.387328,-2.01915,0.446598,-2.61521,0.801018,1.300313,1.720155,-0.86649,-14.0813,-1.56429,1.95384,-0.47018,2.898798,8.684764,5.696231,-1.73289,-0.96894,135.4623,0.568916,0.975578,-2.51793,0.840326,1.55827,-1.29897,3.168783,4.042474,-2.10294,1.60912,2.039835,1.335903,-0.52848,0.205816,0.599695,78.66545,2.083598,3.556838,34.69651,0.857493,0.732351,0.746479,7.41733,-1.58442,3.025007,1.551259,-1.22914,-1.0604,88.52896,-1.56243,155.483,1.603641,0.716755,-0.07467,-1.18484,4.161124,-0.07308,0.657011,0.788107,3.919423,-3.05403,2.509546,3.297946,4.876956,4.168372,-0.35242,-1.58467,5.60132,-0.28648,0.066324,-1.70284,1.646869,-4.06867,-1.12142,2.649099,3.836427,2.335764,-2.25295,-1.17171,-1.90745,0.80324,1.206014
3.59053,1.741231,1.134315,1.14959,-3.44005,2.746721,-0.38044,205.4705,0.767698,0.399567,1.388123,1.011331,7.802408,-0.80988,2.936954,0.017174,0.527479,1.169743,-0.90292,-0.25899,0.192415,2.925263,2.266196,0.567308,1.134429,0.336948,-2.90365,-0.39833,1.84206,-1.12666,-0.01851,-2.10507,-1.29747,-2.18392,2.897809,-0.44627,0.080452,-1.20371,-13.4382,0.858094,-0.18768,-2.3218,2.670871,17.71268,2.820364,-0.69278,-1.3671,133.3224,3.119569,0.489233,-1.23352,-1.31187,0.423926,-0.65589,1.861703,1.469454,-1.71567,1.918934,1.863711,0.316203,-0.49595,-1.21234,3.077659,76.17892,0.004706,1.663504,35.58765,0.12813,-0.88321,-0.65995,6.958171,-0.25946,3.524767,2.767175,-1.65923,1.075081,84.14854,1.084481,151.9644,1.203764,1.122438,0.034531,0.705896,2.430815,-0.00959,3.660279,1.361545,6.219094,-2.09414,2.38927,2.381744,2.848518,5.641872,-0.85513,-3.76899,7.09294,-1.08419,-1.34324,-0.11786,0.073639,-1.89511,-2.46691,5.101476,3.764946,0.985258,-0.51688,-0.88506,0.365788,-1.23482,3.580298
4.595566,0.311027,4.272069,-0.25744,-1.37184,3.960358,-2.11853,201.9747,0.845727,2.04922,4.190241,-0.15603,8.286747,-0.63858,0.048739,1.711237,0.869978,3.665996,4.365337,4.611535,0.26807,4.376436,1.02708,3.319149,3.6527,0.355437,-1.65866,-2.00841,0.283728,-1.50066,-1.01874,-0.56542,-1.67599,-0.05387,4.781624,-0.49178,0.236543,-0.0193,-15.4744,-0.05647,-1.36449,-1.85323,0.570163,26.17157,0.951301,1.889592,-0.02796,135.6594,4.204935,0.712679,1.407809,-2.05197,0.770573,2.024323,-0.87734,-0.07341,-0.05779,0.802999,-0.11707,0.719411,1.063692,-1.41759,1.796639,76.66355,-1.64505,-0.01965,37.22189,0.469871,-1.22591,-0.95232,4.79987,3.138378,1.784145,0.621742,-0.54956,2.798018,81.71716,0.448783,149.1579,-0.78099,-0.87388,0.117674,3.453484,0.058729,0.087201,6.292216,0.259896,4.835557,0.460167,1.197876,2.321212,1.046553,6.184938,0.048394,-4.38829,6.176079,0.213573,-1.87381,2.667317,1.465338,0.085504,-1.51264,3.368452,2.078263,1.133083,1.499297,1.338607,3.933823,-2.80605,2.169639
3.471475,-0.05752,3.449791,-1.20639,2.092239,6.785735,-2.96837,203.2426,2.642937,4.996492,3.978189,-0.00385,10.08193,1.213999,0.92974,0.437948,-0.12823,3.570078,6.733453,7.408639,1.423104,6.375699,-0.27967,3.255602,2.302379,1.521763,0.065565,-2.21038,-0.83913,-0.33972,-2.07483,1.909822,-0.65135,1.493309,3.463307,1.095694,1.962817,2.62742,-17.3838,-2.04315,-1.12306,-0.194,-1.66897,30.98305,0.503676,2.547889,3.424308,140.6662,2.191067,3.264991,1.284584,-2.19723,2.86818,3.094847,-2.32401,0.074832,2.947885,-0.41123,-1.44971,2.063077,3.390591,-0.15612,-0.71389,78.29434,-1.96314,0.160817,39.79391,2.335663,-0.06557,0.735864,4.025748,2.769491,0.958249,-1.29848,2.04784,1.269422,82.68583,-1.65236,147.6296,-2.1103,-2.50382,0.145312,7.298242,2.295643,0.095494,5.903568,-0.97719,3.755186,0.246432,-0.02609,3.458411,0.562955,3.633283,2.473421,-3.30204,4.298466,2.721509,-0.61861,4.052325,3.335464,-3.20878,1.383747,2.085511,0.66188,3.640269,0.10973,3.653312,3.275916,-2.44843,1.002169
